value,occurrence_count,recipe_support,recipe_prevalence,occurrences_per_supporting_recipe,examples
whole grain corn tortillas,2,2,4.17e-05,1.0,whole grain corn tortillas | whole grain corn tortillas
porgy,2,2,4.17e-05,1.0,porgy | porgy
ounce beef tenderloin steaks,2,2,4.17e-05,1.0,ounce beef tenderloin steaks | ounce beef tenderloin steaks
food coloring,2,2,4.17e-05,1.0,food coloring | food coloring
challah bread,2,2,4.17e-05,1.0,challah bread | challah bread
cholesterol free egg substitute,2,2,4.17e-05,1.0,cholesterol free egg substitute | cholesterol free egg substitute
garlic pepper sauce,2,2,4.17e-05,1.0,garlic pepper sauce | garlic pepper sauce
creole,2,2,4.17e-05,1.0,creole | creole
greens and torn into bite sized pieces,2,2,4.17e-05,1.0,greens and torn into bite sized pieces | greens and torn into bite sized pieces
burgundy,2,2,4.17e-05,1.0,burgundy | burgundy
envelope dry onion soup mix,2,2,4.17e-05,1.0,envelope dry onion soup mix | envelope dry onion soup mix
thickly bacon,2,2,4.17e-05,1.0,thickly bacon | thickly bacon
ruby grapefruit,2,2,4.17e-05,1.0,ruby grapefruit | ruby grapefruit
firm but ripe hass avocados,2,2,4.17e-05,1.0,firm but ripe hass avocados | firm but ripe hass avocados
zwiebel,2,2,4.17e-05,1.0,zwiebel | zwiebel
lean pork shoulder,2,2,4.17e-05,1.0,lean pork shoulder | lean pork shoulder
size red potatoes,2,2,4.17e-05,1.0,size red potatoes | size red potatoes
stacy s toasted cheddar pita chips,2,2,4.17e-05,1.0,stacy s toasted cheddar pita chips | stacy s toasted cheddar pita chips
achiote seeds,2,2,4.17e-05,1.0,achiote seeds | achiote seeds
canela,2,2,4.17e-05,1.0,canela | canela
avocados from mexico,2,2,4.17e-05,1.0,avocados from mexico | avocados from mexico
es worcestershire sauce,2,2,4.17e-05,1.0,es worcestershire sauce | es worcestershire sauce
vegetable or peanut oil,2,2,4.17e-05,1.0,vegetable or peanut oil | vegetable or peanut oil
flat rice noodles,2,2,4.17e-05,1.0,flat rice noodles | flat rice noodles
and deveined small or medium shrimp,2,2,4.17e-05,1.0,and deveined small or medium shrimp | and deveined small or medium shrimp
boiling water for soaking noodles,2,2,4.17e-05,1.0,boiling water for soaking noodles | boiling water for soaking noodles
additional herbs,2,2,4.17e-05,1.0,additional herbs | additional herbs
tortilla bowls,2,2,4.17e-05,1.0,tortilla bowls | tortilla bowls
smoked haddock fillet,2,2,4.17e-05,1.0,smoked haddock fillet | smoked haddock fillet
unsweetened soy milk,2,2,4.17e-05,1.0,unsweetened soy milk | unsweetened soy milk
laksa paste,2,2,4.17e-05,1.0,laksa paste | laksa paste
oz salmon fillets,2,2,4.17e-05,1.0,oz salmon fillets | oz salmon fillets
mccormick onion powder,2,2,4.17e-05,1.0,mccormick onion powder | mccormick onion powder
mccormick sea salt,2,2,4.17e-05,1.0,mccormick sea salt | mccormick sea salt
handful cherry tomatoes,2,2,4.17e-05,1.0,handful cherry tomatoes | handful cherry tomatoes
skin on halibut fillets,2,2,4.17e-05,1.0,skin on halibut fillets | skin on halibut fillets
low carb whole wheat flour tortillas,2,2,4.17e-05,1.0,low carb whole wheat flour tortillas | low carb whole wheat flour tortillas
bottle olive oil and vinegar dressing,2,2,4.17e-05,1.0,bottle olive oil and vinegar dressing | bottle olive oil and vinegar dressing
flowering chives,2,2,4.17e-05,1.0,flowering chives | flowering chives
chocolate wafer,2,2,4.17e-05,1.0,chocolate wafer | chocolate wafer
bean soup mix,2,2,4.17e-05,1.0,bean soup mix | bean soup mix
grade b maple syrup,2,2,4.17e-05,1.0,grade b maple syrup | grade b maple syrup
royal icing,2,2,4.17e-05,1.0,royal icing | royal icing
whole wheat sourdough bread,2,2,4.17e-05,1.0,whole wheat sourdough bread | whole wheat sourdough bread
mackerel,2,2,4.17e-05,1.0,mackerel | mackerel
center cut salmon fillets,2,2,4.17e-05,1.0,center cut salmon fillets | center cut salmon fillets
very cold water,2,2,4.17e-05,1.0,very cold water | very cold water
jar pace picante sauce,2,2,4.17e-05,1.0,jar pace picante sauce | jar pace picante sauce
fish stock or bottled clam juice,2,2,4.17e-05,1.0,fish stock or bottled clam juice | fish stock or bottled clam juice
cut chives,2,2,4.17e-05,1.0,cut chives | cut chives
pure pumpkin puree,2,2,4.17e-05,1.0,pure pumpkin puree | pure pumpkin puree
thick slices bacon,2,2,4.17e-05,1.0,thick slices bacon | thick slices bacon
flat anchovies,2,2,4.17e-05,1.0,flat anchovies | flat anchovies
lean ground beef or 1 lb ground beef plus 1 lb italian sausage,2,2,4.17e-05,1.0,lean ground beef or 1 lb ground beef plus 1 lb italian sausage | lean ground beef or 1 lb ground beef plus 1 lb italian sausage
ounce cans evaporated milk,2,2,4.17e-05,1.0,ounce cans evaporated milk | ounce cans evaporated milk
goldfish crackers,2,2,4.17e-05,1.0,goldfish crackers | goldfish crackers
quarts vegetable stock,2,2,4.17e-05,1.0,quarts vegetable stock | quarts vegetable stock
a few sprigs of parsley,2,2,4.17e-05,1.0,a few sprigs of parsley | a few sprigs of parsley
gluten free spaghetti,2,2,4.17e-05,1.0,gluten free spaghetti | gluten free spaghetti
turkey tenderloin,2,2,4.17e-05,1.0,turkey tenderloin | turkey tenderloin
pineapple in juice,2,2,4.17e-05,1.0,pineapple in juice | pineapple in juice
baby spinach or arugula,2,2,4.17e-05,1.0,baby spinach or arugula | baby spinach or arugula
wheat crackers,2,2,4.17e-05,1.0,wheat crackers | wheat crackers
and 1 2 teaspoons red pepper flakes,2,2,4.17e-05,1.0,and 1 2 teaspoons red pepper flakes | and 1 2 teaspoons red pepper flakes
rice or cider vinegar,2,2,4.17e-05,1.0,rice or cider vinegar | rice or cider vinegar
basic bruschetta,2,2,4.17e-05,1.0,basic bruschetta | basic bruschetta
baby tatsoi,2,2,4.17e-05,1.0,baby tatsoi | baby tatsoi
instant corn masa flour,2,2,4.17e-05,1.0,instant corn masa flour | instant corn masa flour
precooked,2,2,4.17e-05,1.0,precooked | precooked
fillets beef tenderloin,2,2,4.17e-05,1.0,fillets beef tenderloin | fillets beef tenderloin
ripe bosc pears,2,2,4.17e-05,1.0,ripe bosc pears | ripe bosc pears
mexican lager beer,2,2,4.17e-05,1.0,mexican lager beer | mexican lager beer
sweet wheat paste,2,2,4.17e-05,1.0,sweet wheat paste | sweet wheat paste
mild rice wine,2,2,4.17e-05,1.0,mild rice wine | mild rice wine
wide noodles,2,2,4.17e-05,1.0,wide noodles | wide noodles
handfuls of baby spinach,2,2,4.17e-05,1.0,handfuls of baby spinach | handfuls of baby spinach
a few gluggs of extra virgin olive oil,2,2,4.17e-05,1.0,a few gluggs of extra virgin olive oil | a few gluggs of extra virgin olive oil
tbs kosher salt,2,2,4.17e-05,1.0,tbs kosher salt | tbs kosher salt
tbs active dry yeast,2,2,4.17e-05,1.0,tbs active dry yeast | tbs active dry yeast
tbs marjoram,2,2,4.17e-05,1.0,tbs marjoram | tbs marjoram
peach puree,2,2,4.17e-05,1.0,peach puree | peach puree
agave,2,2,4.17e-05,1.0,agave | agave
ancho chili peppers,2,2,4.17e-05,1.0,ancho chili peppers | ancho chili peppers
apple slices,2,2,4.17e-05,1.0,apple slices | apple slices
ancho chilis,2,2,4.17e-05,1.0,ancho chilis | ancho chilis
cilantro more,2,2,4.17e-05,1.0,cilantro more | cilantro more
ripe avocadoes,2,2,4.17e-05,1.0,ripe avocadoes | ripe avocadoes
white chocolate mousse,2,2,4.17e-05,1.0,white chocolate mousse | white chocolate mousse
gallons water,2,2,4.17e-05,1.0,gallons water | gallons water
filling,2,2,4.17e-05,1.0,filling | filling
recipe the best basic guacamole,2,2,4.17e-05,1.0,recipe the best basic guacamole | recipe the best basic guacamole
picked cilantro leaves,2,2,4.17e-05,1.0,picked cilantro leaves | picked cilantro leaves
masago,2,2,4.17e-05,1.0,masago | masago
yellowfin,2,2,4.17e-05,1.0,yellowfin | yellowfin
cornmeal for sprinkling,2,2,4.17e-05,1.0,cornmeal for sprinkling | cornmeal for sprinkling
olive oil for coating,2,2,4.17e-05,1.0,olive oil for coating | olive oil for coating
cinnamon quills,2,2,4.17e-05,1.0,cinnamon quills | cinnamon quills
garbanzo bean flour,2,2,4.17e-05,1.0,garbanzo bean flour | garbanzo bean flour
emerils essence,2,2,4.17e-05,1.0,emerils essence | emerils essence
dungeness crabmeat,2,2,4.17e-05,1.0,dungeness crabmeat | dungeness crabmeat
maine lobster,2,2,4.17e-05,1.0,maine lobster | maine lobster
baby pumpkins,2,2,4.17e-05,1.0,baby pumpkins | baby pumpkins
jujube,2,2,4.17e-05,1.0,jujube | jujube
egg yokes,2,2,4.17e-05,1.0,egg yokes | egg yokes
diagonally cut celery,2,2,4.17e-05,1.0,diagonally cut celery | diagonally cut celery
lime zest plus 1 tablespoon juice,2,2,4.17e-05,1.0,lime zest plus 1 tablespoon juice | lime zest plus 1 tablespoon juice
mild or hot italian sausage,2,2,4.17e-05,1.0,mild or hot italian sausage | mild or hot italian sausage
cocktail tomatoes,2,2,4.17e-05,1.0,cocktail tomatoes | cocktail tomatoes
spray cooking spray,2,2,4.17e-05,1.0,spray cooking spray | spray cooking spray
red burgundy wine,2,2,4.17e-05,1.0,red burgundy wine | red burgundy wine
beef chuck steaks,2,2,4.17e-05,1.0,beef chuck steaks | beef chuck steaks
taco bell thick and chunky medium salsa,2,2,4.17e-05,1.0,taco bell thick and chunky medium salsa | taco bell thick and chunky medium salsa
ground whole espresso coffee beans,2,2,4.17e-05,1.0,ground whole espresso coffee beans | ground whole espresso coffee beans
sabra roasted red pepper hummus,2,2,4.17e-05,1.0,sabra roasted red pepper hummus | sabra roasted red pepper hummus
oscar mayer deli smoked ham,2,2,4.17e-05,1.0,oscar mayer deli smoked ham | oscar mayer deli smoked ham
t italian herbs,2,2,4.17e-05,1.0,t italian herbs | t italian herbs
tb dry sherry,2,2,4.17e-05,1.0,tb dry sherry | tb dry sherry
country style italian bread,2,2,4.17e-05,1.0,country style italian bread | country style italian bread
whole raw almonds,2,2,4.17e-05,1.0,whole raw almonds | whole raw almonds
canned chipotles in adobo sauce,2,2,4.17e-05,1.0,canned chipotles in adobo sauce | canned chipotles in adobo sauce
low sodium chicken broth or water,2,2,4.17e-05,1.0,low sodium chicken broth or water | low sodium chicken broth or water
extra wide egg noodles,2,2,4.17e-05,1.0,extra wide egg noodles | extra wide egg noodles
braggs liquid aminos,2,2,4.17e-05,1.0,braggs liquid aminos | braggs liquid aminos
sized ripe tomatoes,2,2,4.17e-05,1.0,sized ripe tomatoes | sized ripe tomatoes
whole ham hock,2,2,4.17e-05,1.0,whole ham hock | whole ham hock
soaked black eyed peas,2,2,4.17e-05,1.0,soaked black eyed peas | soaked black eyed peas
sandwich steak,2,2,4.17e-05,1.0,sandwich steak | sandwich steak
better than bouillon beef base,2,2,4.17e-05,1.0,better than bouillon beef base | better than bouillon beef base
thin slices lemon,2,2,4.17e-05,1.0,thin slices lemon | thin slices lemon
pound salmon fillet,2,2,4.17e-05,1.0,pound salmon fillet | pound salmon fillet
creamy or crunchy peanut butter,2,2,4.17e-05,1.0,creamy or crunchy peanut butter | creamy or crunchy peanut butter
mature cheddar,2,2,4.17e-05,1.0,mature cheddar | mature cheddar
eggland s best large eggs,2,2,4.17e-05,1.0,eggland s best large eggs | eggland s best large eggs
freshly ground black pepper or red pepeper flakes,2,2,4.17e-05,1.0,freshly ground black pepper or red pepeper flakes | freshly ground black pepper or red pepeper flakes
sobrasada,2,2,4.17e-05,1.0,sobrasada | sobrasada
cinnamon chips,2,2,4.17e-05,1.0,cinnamon chips | cinnamon chips
about 1 4 teaspoon cayenne,2,2,4.17e-05,1.0,about 1 4 teaspoon cayenne | about 1 4 teaspoon cayenne
plus 2 tablespoons warm water,2,2,4.17e-05,1.0,plus 2 tablespoons warm water | plus 2 tablespoons warm water
karo syrup,2,2,4.17e-05,1.0,karo syrup | karo syrup
roasted corn salsa,2,2,4.17e-05,1.0,roasted corn salsa | roasted corn salsa
nonpareil capers,2,2,4.17e-05,1.0,nonpareil capers | nonpareil capers
ounce cans italian plum tomatoes,2,2,4.17e-05,1.0,ounce cans italian plum tomatoes | ounce cans italian plum tomatoes
to medium yellow onion,2,2,4.17e-05,1.0,to medium yellow onion | to medium yellow onion
black bean and corn salsa,2,2,4.17e-05,1.0,black bean and corn salsa | black bean and corn salsa
instant tapioca,2,2,4.17e-05,1.0,instant tapioca | instant tapioca
walnut or vegetable oil,2,2,4.17e-05,1.0,walnut or vegetable oil | walnut or vegetable oil
bacon ranch dressing,2,2,4.17e-05,1.0,bacon ranch dressing | bacon ranch dressing
pork skin,2,2,4.17e-05,1.0,pork skin | pork skin
breadstick,2,2,4.17e-05,1.0,breadstick | breadstick
and potatoes,2,2,4.17e-05,1.0,and potatoes | and potatoes
ounce box baby peas,2,2,4.17e-05,1.0,ounce box baby peas | ounce box baby peas
fine egg noodles,2,2,4.17e-05,1.0,fine egg noodles | fine egg noodles
parsley or basil,2,2,4.17e-05,1.0,parsley or basil | parsley or basil
ziti or penne pasta,2,2,4.17e-05,1.0,ziti or penne pasta | ziti or penne pasta
skin on chicken breasts,2,2,4.17e-05,1.0,skin on chicken breasts | skin on chicken breasts
snapper,2,2,4.17e-05,1.0,snapper | snapper
torn cilantro leaves,2,2,4.17e-05,1.0,torn cilantro leaves | torn cilantro leaves
globe eggplants,2,2,4.17e-05,1.0,globe eggplants | globe eggplants
asian dressing,2,2,4.17e-05,1.0,asian dressing | asian dressing
sandwich cut bread and butter pickles,2,2,4.17e-05,1.0,sandwich cut bread and butter pickles | sandwich cut bread and butter pickles
to 2 1 2 pound rotisserie chicken,2,2,4.17e-05,1.0,to 2 1 2 pound rotisserie chicken | to 2 1 2 pound rotisserie chicken
chimichurri,2,2,4.17e-05,1.0,chimichurri | chimichurri
stuffed peppers,2,2,4.17e-05,1.0,stuffed peppers | stuffed peppers
flank steaks,2,2,4.17e-05,1.0,flank steaks | flank steaks
crumbled corn bread,2,2,4.17e-05,1.0,crumbled corn bread | crumbled corn bread
onions thin,2,2,4.17e-05,1.0,onions thin | onions thin
qts water,2,2,4.17e-05,1.0,qts water | qts water
quarts strawberries,2,2,4.17e-05,1.0,quarts strawberries | quarts strawberries
plus 1 teaspoon baking powder,2,2,4.17e-05,1.0,plus 1 teaspoon baking powder | plus 1 teaspoon baking powder
cento all natural oregano,2,2,4.17e-05,1.0,cento all natural oregano | cento all natural oregano
cento red pepper,2,2,4.17e-05,1.0,cento red pepper | cento red pepper
parmigiano reggiano or grana padano,2,2,4.17e-05,1.0,parmigiano reggiano or grana padano | parmigiano reggiano or grana padano
good white wine vinegar,2,2,4.17e-05,1.0,good white wine vinegar | good white wine vinegar
sausage meat,2,2,4.17e-05,1.0,sausage meat | sausage meat
tangerine sections,2,2,4.17e-05,1.0,tangerine sections | tangerine sections
pork strips,2,2,4.17e-05,1.0,pork strips | pork strips
conimex woksaus hoisin,2,2,4.17e-05,1.0,conimex woksaus hoisin | conimex woksaus hoisin
sage leaf,2,2,4.17e-05,1.0,sage leaf | sage leaf
ground or freshly nutmeg,2,2,4.17e-05,1.0,ground or freshly nutmeg | ground or freshly nutmeg
es red pepper,2,2,4.17e-05,1.0,es red pepper | es red pepper
sole fillets,2,2,4.17e-05,1.0,sole fillets | sole fillets
torn radicchio leaves,2,2,4.17e-05,1.0,torn radicchio leaves | torn radicchio leaves
compote,2,2,4.17e-05,1.0,compote | compote
a scrape of nutmeg,2,2,4.17e-05,1.0,a scrape of nutmeg | a scrape of nutmeg
spicy tomato sauce,2,2,4.17e-05,1.0,spicy tomato sauce | spicy tomato sauce
tropical fruit mix,2,2,4.17e-05,1.0,tropical fruit mix | tropical fruit mix
firmly light or dark brown sugar,2,2,4.17e-05,1.0,firmly light or dark brown sugar | firmly light or dark brown sugar
nuoc cham,2,2,4.17e-05,1.0,nuoc cham | nuoc cham
short grain risotto rice,2,2,4.17e-05,1.0,short grain risotto rice | short grain risotto rice
liqueur such as rum,2,2,4.17e-05,1.0,liqueur such as rum | liqueur such as rum
zest of 1 lemon or orange,2,2,4.17e-05,1.0,zest of 1 lemon or orange | zest of 1 lemon or orange
potato flakes,2,2,4.17e-05,1.0,potato flakes | potato flakes
chipotle chile canned in adobo sauce,2,2,4.17e-05,1.0,chipotle chile canned in adobo sauce | chipotle chile canned in adobo sauce
chile ancho,2,2,4.17e-05,1.0,chile ancho | chile ancho
pureed tomatoes,2,2,4.17e-05,1.0,pureed tomatoes | pureed tomatoes
tspoon cumin seeds,2,2,4.17e-05,1.0,tspoon cumin seeds | tspoon cumin seeds
tspoon turmeric powder,2,2,4.17e-05,1.0,tspoon turmeric powder | tspoon turmeric powder
thin slices tomato,2,2,4.17e-05,1.0,thin slices tomato | thin slices tomato
bone in loin pork chops,2,2,4.17e-05,1.0,bone in loin pork chops | bone in loin pork chops
olive oil extra virgin,2,2,4.17e-05,1.0,olive oil extra virgin | olive oil extra virgin
warm fat free milk,2,2,4.17e-05,1.0,warm fat free milk | warm fat free milk
heaping tablespoons mayonnaise,2,2,4.17e-05,1.0,heaping tablespoons mayonnaise | heaping tablespoons mayonnaise
c sweet potatoes,2,2,4.17e-05,1.0,c sweet potatoes | c sweet potatoes
bread or all purpose flour,2,2,4.17e-05,1.0,bread or all purpose flour | bread or all purpose flour
or 2 small chipotle chiles and 1 to 2 teaspoons adobo from canned chipotle chiles in adobo,2,2,4.17e-05,1.0,or 2 small chipotle chiles and 1 to 2 teaspoons adobo from canned chipotle chiles in adobo | or 2 small chipotle chiles and 1 to 2 teaspoons adobo from canned chipotle chiles in adobo
ginger or,2,2,4.17e-05,1.0,ginger or | ginger or
medium sized onion,2,2,4.17e-05,1.0,medium sized onion | medium sized onion
red onion thin,2,2,4.17e-05,1.0,red onion thin | red onion thin
ground chile de arbol,2,2,4.17e-05,1.0,ground chile de arbol | ground chile de arbol
wild arugula,2,2,4.17e-05,1.0,wild arugula | wild arugula
racks pork spare ribs,2,2,4.17e-05,1.0,racks pork spare ribs | racks pork spare ribs
clam juice mixed with 3 cups water,2,2,4.17e-05,1.0,clam juice mixed with 3 cups water | clam juice mixed with 3 cups water
whole strawberries,2,2,4.17e-05,1.0,whole strawberries | whole strawberries
thinly bottled roasted red bell peppers,2,2,4.17e-05,1.0,thinly bottled roasted red bell peppers | thinly bottled roasted red bell peppers
split chana dal,2,2,4.17e-05,1.0,split chana dal | split chana dal
tin of tomatoes,2,2,4.17e-05,1.0,tin of tomatoes | tin of tomatoes
cms piece of ginger,2,2,4.17e-05,1.0,cms piece of ginger | cms piece of ginger
roasted green chilies,2,2,4.17e-05,1.0,roasted green chilies | roasted green chilies
sandwich wraps,2,2,4.17e-05,1.0,sandwich wraps | sandwich wraps
claws,2,2,4.17e-05,1.0,claws | claws
six inch flour tortillas,2,2,4.17e-05,1.0,six inch flour tortillas | six inch flour tortillas
new potatoes or fingerlings,2,2,4.17e-05,1.0,new potatoes or fingerlings | new potatoes or fingerlings
